RA [sexagesimal],Dec [sexagesimal],PMRA [mas/yr],PMDec [mas/yr],Planet Transit Midpoint [BJD],Planet Orbital Period [days],Planet Transit Duration [hours],Planet Transit Depth [ppm],Planet Radius [R_Earth],Planet Insolation [Earth flux],Planet Equilibrium Temperature [K],TESS Magnitude,Stellar Distance [pc],Stellar Effective Temperature [K],Stellar log(g) [cm/s**2],Stellar Radius [R_Sun]
19h44m00.94s,-47d33m43.31s,-3.457±0.124,-100.891±0.072,2458664.490132±0.0016961753,12.2265595188652±0.00002691618,2.19043794259355±0.42197752,1206.36932928213±86.60944,2.60147660299434±1.7533404,25.8970377602462,575.350204871312,10.0059±0.006,68.0726±0.362,4803±178,4.52079±2.00348,0.737188994884491±0.0567035
